Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No,Discs in Possession,AUTHDISCS,Granted_Date,Exp_Date,Description,Op_ID,Op_Name,trading_name,Address,start_point,finish_point,via,effective_date,received_date,end_date,Service_Type_Other_Details,Licence Status,Registration Status,Pub_Text,Service_Type_Description,Short Notice,Subsidies_Description,Subsidies_Details,Auth_Description,TAO Covered BY Area,Registration Code
PF0007089/14,0,486,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB","Sutton Bonington,College Road",Harry Carlton School,Normanton On Soar,05/10/2004,05/10/2004,,,Valid,Registered,"From: Sutton Bonington,College Road
To: Harry Carlton School
Via: Normanton On Soar
Name or No: 486
Service Type: Normal Stopping
Effective Date: 05-Oct-2004",Normal Stopping,Yes,Yes,Nottinghamshire cc,Nottinghamshire County Council,North East of England,14
PF0007089/15,0,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Ratcliffe On Soar,East Leake,Kingston on Soar Sutton Bonington,05/10/2004,05/10/2004,,,Valid,Registered,"From: Ratcliffe On Soar
To: East Leake
Via: Kingston on Soar Sutton Bonington
Name or No: 485
Service Type: School or Works
Effective Date: 05-Oct-2004",School or Works,Yes,Yes,nottinghamshire County council,Nottinghamshire County Council,North East of England,15
PF0007089/16,0,487,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Gotham,Barton in Fabis,Thrumpton,05/10/2004,05/10/2004,,,Valid,Registered,"From: Gotham
To: Barton in Fabis
Via: Thrumpton
Name or No: 487
Service Type: School or Works
Effective Date: 05-Oct-2004",School or Works,Yes,Yes,notts cc,Nottinghamshire County Council,North East of England,16
PF0007089/17,2,483,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Hathern,East Leake,"Kegworth ,Kingston on Soar ,Gotham",07/01/2011,07/01/2011,,Amend timetable/route.,Valid,Registered,Operating between Hathern and East Leake given service number 483 effective from 07-Jan-2011. To amend Route and Timetable.,School or Works,Yes,Yes,notts cc,Nottinghamshire County Council,North East of England,17
PF0007089/24,0,484,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",BUNNY HILL,HARRY CARLTON SCHOOL,"WYSALL, WYMESWOLD, REMPSTONE & COSTOCK",05/06/2006,31/03/2006,,,Valid,Registered,"From: BUNNY HILL
To: HARRY CARLTON SCHOOL
Via: WYSALL, WYMESWOLD, REMPSTONE & COSTOCK
Name or No: 484
Service Type: Normal Stopping
Effective Date: 05-Jun-2006",Normal Stopping,NO,No,,Leicestershire County Council,North East of England,24
PF0007089/24,0,484,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",BUNNY HILL,HARRY CARLTON SCHOOL,"WYSALL, WYMESWOLD, REMPSTONE & COSTOCK",05/06/2006,31/03/2006,,,Valid,Registered,"From: BUNNY HILL
To: HARRY CARLTON SCHOOL
Via: WYSALL, WYMESWOLD, REMPSTONE & COSTOCK
Name or No: 484
Service Type: Normal Stopping
Effective Date: 05-Jun-2006",Normal Stopping,NO,No,,Leicestershire County Council,North East of England,24
PF0007089/24,0,484,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",BUNNY HILL,HARRY CARLTON SCHOOL,"WYSALL, WYMESWOLD, REMPSTONE & COSTOCK",05/06/2006,31/03/2006,,,Valid,Registered,"From: BUNNY HILL
To: HARRY CARLTON SCHOOL
Via: WYSALL, WYMESWOLD, REMPSTONE & COSTOCK
Name or No: 484
Service Type: Normal Stopping
Effective Date: 05-Jun-2006",Normal Stopping,NO,No,,Leicestershire County Council,East of England,24
PF0007089/24,0,484,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",BUNNY HILL,HARRY CARLTON SCHOOL,"WYSALL, WYMESWOLD, REMPSTONE & COSTOCK",05/06/2006,31/03/2006,,,Valid,Registered,"From: BUNNY HILL
To: HARRY CARLTON SCHOOL
Via: WYSALL, WYMESWOLD, REMPSTONE & COSTOCK
Name or No: 484
Service Type: Normal Stopping
Effective Date: 05-Jun-2006",Normal Stopping,NO,No,,Leicestershire County Council,East of England,24
PF0007089/25,2,120X,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Markfield,Loughborough,Stanton Under Barden,11/02/2013,17/12/2012,,Timetable change.,Valid,Registered,Operating between Markfield and Loughborough given service number 120X effective from 11-Feb-2013. To amend Timetable.,Normal Stopping,NO,No,,Leicestershire County Council,East of England,25
PF0007089/26,0,Hemington/Lockington Shuttle,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Hemington,Lockington,,08/05/2007,26/04/2007,,"Monday to Saturday
Between 9.30 and 2.30 excluding bank holidays, Christmas Day and Boxing day",Valid,Registered,"From: Hemington
To: Lockington
Via: 
Name or No: Hemington/Lockington Shuttle
Service Type: Flexible Registration
Effective Date: 08-May-2007
Other Details: Monday to Saturday
Between 9.30 and 2.30 excluding bank holidays, Christmas Day and Boxing day",Flexible Registration,Yes,Yes,Leicestershire CC,Leicestershire County Council,East of England,26
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Leicestershire County Council,North East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Leicestershire County Council,North East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Nottinghamshire County Council,North East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Nottinghamshire County Council,North East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Leicestershire County Council,East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Leicestershire County Council,East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Nottinghamshire County Council,East of England,28
PF0007089/28,2,485,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Kegworth Market Place,Harry Carlton School,"Ratcliffe on Soar, Sutton Bonnington",07/01/2011,07/01/2011,,Vary route/timetable.,Valid,Registered,Operating between Kegworth Market Place and Harry Carlton School given service number 485 effective from 07-Jan-2011. To amend Route and Timetable.,Normal Stopping,Yes,Yes,Notts CC,Nottinghamshire County Council,East of England,28
PF0007089/34,0,X27 School Special,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB","Quorn, Rawlins School",Rothley Green,,01/09/2011,06/07/2011,,Leicestershire school days only.,Valid,Registered,"From: Quorn, Rawlins School
To: Rothley Green
Via: 
Name or No: X27 School Special
Service Type: Normal Stopping
Effective Date: 01-Sep-2011
Other Details: Leicestershire school days only.",Normal Stopping,NO,No,,Leicestershire County Council,East of England,34
PF0007089/35,0,487,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Thrumpton,East Leake & Gotham Schools,,03/01/2012,09/12/2011,,Nottinghamshire school days only.,Valid,Registered,"From: Thrumpton
To: East Leake & Gotham Schools
Via: 
Name or No: 487
Service Type: School or Works
Effective Date: 03-Jan-2012
Other Details: Nottinghamshire school days only.",School or Works,Yes,Yes,Notts CC,Nottinghamshire County Council,North East of England,35
PF0007089/36,4,129,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Ashby De La Zouch,Loughborough,,03/01/2017,30/11/2016,,Vary timetable,Valid,Registered,Operating between Ashby De La Zouch and Loughborough given service number 129 effective from 03 January 2017. To amend Timetable.,Normal Stopping,Yes,Yes,Leicestershire CC,Leicestershire County Council,East of England,36
PF0007089/37,1,3,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB","Loughborough, Tynedale Road","Loughborough, Tynedale Road",,06/07/2014,23/06/2014,,Variation to route and timetable within loughborough town centre,Valid,Registered,"Operating between Loughborough, Tynedale Road and Loughborough, Tynedale Road given service number 3/13 effective from 06-Jul-2014. To amend Route and Timetable.",Normal Stopping,Yes,Yes,Leicestershire,Leicestershire County Council,East of England,37
PF0007089/41,0,X27,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB",Quorn Rawlins School,Rothley Green,,03/01/2017,31/10/2016,,School days only,Valid,Registered,"From: Quorn Rawlins School
To: Rothley Green
Via: 
Name or No: X27
Service Type: Normal Stopping
Effective Date: 03-Jan-2017
Other Details: School days only",Normal Stopping,NO,No,,Leicestershire County Council,East of England,41
PF0007089/42,0,X26,F,PF0007089,34,34,01/04/1995,31/03/2020,Standard International,15318,PAUL S WINSON (COACHES) LTD,,"ROYAL WAY, LOUGHBOROUGH, LE11 5XR, GB","Loughborough, Baxtergate","Baxter, Loughborough",,03/01/2017,31/10/2016,,Monday to Saturday,Valid,Registered,"From: Loughborough, Baxtergate
To: Baxter, Loughborough
Via: 
Name or No: X26
Service Type: Normal Stopping
Effective Date: 03-Jan-2017
Other Details: Monday to Saturday",Normal Stopping,NO,No,,Leicestershire County Council,East of England,42
PF0007109/3,0,NOT AV.,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Fleet,Peterborough Bus St,,08/04/2002,,,,Valid,Registered,,,NO,No,,,East of England,3
PF0007109/4,1,NOT AV.,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Throckenholt,Spalding,,31/08/2004,24/06/2004,,,Valid,Registered,Operating between Throckenholt and Spalding given service number NOT AV. effective from 31-Aug-2004. To amend Timetable.,Normal Stopping,NO,In Part,LINCS CC,Lincolnshire County Council,East of England,4
PF0007109/5,7,FOO1,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Wisbech,Spalding,,01/10/2012,03/07/2012,,Vary timetable.,Valid,Registered,Operating between Wisbech and Spalding given service number FOO1 effective from 01-Oct-2012. To amend Timetable.,Normal Stopping,NO,No,,Lincolnshire County Council,East of England,5
PF0007109/14,0,NOT AV.,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Whaplode,Spalding,,08/04/2002,,,,Valid,Registered,,,NO,No,,,East of England,14
PF0007109/21,0,S98S,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",HOLBEACH ST JOHN,"SPALDING, RIVERSIDE","WHAPLODES ST CATHERINES, MOULTON CHAPEL AND WESTON HILLS",06/01/2004,24/12/2003,,SCHOOLDAYS ONLY,Valid,Registered,"From: HOLBEACH ST JOHN
To: SPALDING, RIVERSIDE
Via: WHAPLODES ST CATHERINES, MOULTON CHAPEL AND WESTON HILLS
Name or No: S98S
Service Type: School or Works
Effective Date: 06-Jan-2004
Other Details: SCHOOLDAYS ONLY",School or Works,Yes,Yes,LINCS CC,Lincolnshire County Council,East of England,21
PF0007109/41,0,S133S,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Tydd St Giles Church,Spalding Grammar School Haverfield Rd,"Sutton St James, Holbeach St Johns",14/04/2015,07/04/2015,,School Days Only,Valid,Registered,"From: Tydd St Giles Church
To: Spalding Grammar School Haverfield Rd
Via: Sutton St James, Holbeach St Johns
Name or No: S133S
Service Type: School or Works
Effective Date: 14-Apr-2015
Other Details: School Days Only",School or Works,Yes,Yes,Lincolnshire cc,Lincolnshire County Council,East of England,41
PF0007109/43,0,S137S,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB","Luttongate, Sutton St Edmunds",Spalding Bus Station,"Gedney Hill, Moulton Chapel",03/09/2015,31/07/2015,,Monday to Friday School Days Only,Valid,Registered,"From: Luttongate, Sutton St Edmunds
To: Spalding Bus Station
Via: Gedney Hill, Moulton Chapel
Name or No: S137S
Service Type: School or Works
Effective Date: 03-Sep-2015
Other Details: Monday to Friday School Days Only",School or Works,Yes,Yes,Lincolnshire cc,Lincolnshire County Council,East of England,43
PF0007109/44,0,S138S,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Tydd St Giles Church,Spalding High School,"Sutton St James, Moulton ChaPEL",03/09/2015,31/07/2015,,Monday to Friday school term only,Valid,Registered,"From: Tydd St Giles Church
To: Spalding High School
Via: Sutton St James, Moulton ChaPEL
Name or No: S138S
Service Type: School or Works
Effective Date: 03-Sep-2015
Other Details: Monday to Friday school term only",School or Works,Yes,Yes,Lincolnshire cc,Lincolnshire County Council,East of England,44
PF0007109/45,0,S139S,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Sutton St James Church,Spalding High School,"Holbeach St Johns, Moulton Chapel, Weston Hills",03/09/2015,31/07/2015,,Monday to Friday School days only,Valid,Registered,"From: Sutton St James Church
To: Spalding High School
Via: Holbeach St Johns, Moulton Chapel, Weston Hills
Name or No: S139S
Service Type: School or Works
Effective Date: 03-Sep-2015
Other Details: Monday to Friday School days only",School or Works,Yes,Yes,Lincolnshire cc,Lincolnshire County Council,East of England,45
PF0007109/46,0,6067,F,PF0007109,23,23,01/12/1995,30/11/2020,Standard National,15322,W H FOWLER & SONS (COACHES) LTD,,"HOLBEACH DROVE, 155 DOG DROVE SOUTH, SPALDING, PE12 0SD, GB",Tydd St Mary Stores,"Holbeach, University Academy",Sutton St James,03/09/2015,27/08/2015,,Monday to Friday term times only,Valid,Registered,"From: Tydd St Mary Stores
To: Holbeach, University Academy
Via: Sutton St James
Name or No: 6067
Service Type: School or Works
Effective Date: 03-Sep-2015
Other Details: Monday to Friday term times only",School or Works,Yes,Yes,Lincolnshire County Council,Lincolnshire County Council,East of England,46
PF0007129/1,5,1,F,PF0007129,18,18,07/07/1993,30/06/2018,Standard International,15325,MACPHERSON COACHES LTD,,"HILL STREET, THE GARAGE, DONISTHORPE, SWADLINCOTE, DE12 7PL, GB",Ashby,Ashby,,03/12/2015,08/10/2015,,"vary timetable and route description services 1 and 2 

Service 3 will be amended as of 3rd December 2015.",Valid,Registered,Operating between Ashby and Ashby given service number 1/2/3 effective from 30-Nov-2015. To amend Route and Timetable.,Normal Stopping,NO,No,,Leicestershire County Council,East of England,1
PF0007129/1,5,1,F,PF0007129,18,18,07/07/1993,30/06/2018,Standard International,15325,MACPHERSON COACHES LTD,,"HILL STREET, THE GARAGE, DONISTHORPE, SWADLINCOTE, DE12 7PL, GB",Ashby,Ashby,,03/12/2015,08/10/2015,,"vary timetable and route description services 1 and 2 

Service 3 will be amended as of 3rd December 2015.",Valid,Registered,Operating between Ashby and Ashby given service number 1/2/3 effective from 03-Dec-2015. To amend Route and Timetable.,Normal Stopping,NO,No,,Leicestershire County Council,East of England,1
PF0007136/1,1,B18D,F,PF0007136,20,20,01/05/1993,30/04/2018,Standard International,15328,CROPLEY BROS TOURS (FOSDYKE) LTD,,"MAIN ROAD, THE LAURELS, FOSDYKE, BOSTON, PE20 2BH, GB",Algarkirk,Kirton,,06/09/2010,18/06/2010,,Vary route/timetable.,Valid,Registered,Operating between Algarkirk and Kirton given service number B18D effective from 06-Sep-2010. To amend Route and Timetable.,Normal Stopping,NO,No,,Lincolnshire County Council,East of England,1
PF0007136/2,0,CB09,F,PF0007136,20,20,01/05/1993,30/04/2018,Standard International,15328,CROPLEY BROS TOURS (FOSDYKE) LTD,,"MAIN ROAD, THE LAURELS, FOSDYKE, BOSTON, PE20 2BH, GB",Fosdyke,Sutterton,,08/04/2002,,,,Valid,Registered,,,NO,No,,,East of England,2
PF0007136/7,1,S87S,F,PF0007136,20,20,01/05/1993,30/04/2018,Standard International,15328,CROPLEY BROS TOURS (FOSDYKE) LTD,,"MAIN ROAD, THE LAURELS, FOSDYKE, BOSTON, PE20 2BH, GB",Fosdyke,Spalding Schools,,01/09/2005,25/07/2005,,,Valid,Registered,Operating between Fosdyke and Spalding Schools given service number S87S effective from 01-Sep-2005. To amend Timetable.,Normal Stopping,Yes,No,,Norfolk County Council,East of England,7
PF0007136/13,0,S925,F,PF0007136,20,20,01/05/1993,30/04/2018,Standard International,15328,CROPLEY BROS TOURS (FOSDYKE) LTD,,"MAIN ROAD, THE LAURELS, FOSDYKE, BOSTON, PE20 2BH, GB",GOSBERTON,DONINGTON,"GOSBERTON, QUADRING, BICKER, DONINGTON",03/09/2007,18/07/2007,,MON-FRI SCHOOL DAYS ONLY,Valid,Registered,"From: GOSBERTON
To: DONINGTON
Via: GOSBERTON, QUADRING, BICKER, DONINGTON
Name or No: S925
Service Type: Normal Stopping
Effective Date: 03-Sep-2007
Other Details: MON-FRI SCHOOL DAYS ONLY",Normal Stopping,Yes,No,,Lincolnshire County Council,East of England,13
PF0007136/16,0,H26D,F,PF0007136,20,20,01/05/1993,30/04/2018,Standard International,15328,CROPLEY BROS TOURS (FOSDYKE) LTD,,"MAIN ROAD, THE LAURELS, FOSDYKE, BOSTON, PE20 2BH, GB",Spalding Bus Station,"Thomas Cowley Academy, Doningtonn",Pinchbeck,04/09/2017,29/08/2017,,Monday to Friday school days only,Valid,Registered,"From: Spalding Bus Station
To: Thomas Cowley Academy, Doningtonn
Via: Pinchbeck
Name or No.: H26D
Service type: Normal Stopping
Effective date: 04 September 2017
Other details: Monday to Friday school days only",Normal Stopping,Yes,Yes,Lincolnshire cc,Lincolnshire County Council,East of England,16
PF0007157/1,13,7,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB",Loughborough,Loughborough,,27/09/2015,31/07/2015,,Variation to timetable,Valid,Registered,Operating between Loughborough and Loughborough given service number 7/Sprint effective from 27-Sep-2015. To amend Timetable.,Normal Stopping,NO,In Part,leics cc,Leicestershire County Council,East of England,1
PF0007157/3,11,2,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB",LOUGHBOROUGH - BAXTERGATE STOP K,LEICESTER - ST MARGARETS BUS STATION,,26/03/2017,27/01/2017,,Vary route and timetable within loughborough.,Valid,Registered,Operating between LOUGHBOROUGH - BAXTERGATE STOP K and LEICESTER - ST MARGARETS BUS STATION given service number 2 effective from 26 March 2017. To amend Route and Timetable.,Normal Stopping,NO,In Part,LEICESTERSHIRE COUNTY COUNCIL,Leicestershire County Council,East of England,3
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Derbyshire County Council,North West of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Derbyshire County Council,North West of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,North West of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,North West of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Derbyshire County Council,East of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Derbyshire County Council,East of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,East of England,9
PF0007157/9,24,SkyLink-Derby,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Derby, Morledge",East Midlands Airport,"Castle Donington, Shardlow",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,"Operating between Derby, Morledge and East Midlands Airport given service number SkyLink-Derby effective from 29 October 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,East of England,9
